3	0.26022	118.225	105.56
1	0.06988	6812.918	454.755
3	0.55316	261.609	248.673
3	0.25674	485.966	469.567
3	0.18942	3044.429	641.616
1	0.21868	2294.5	1373.792
3	0.34966	637.224	623.438
2	0.3255	339.019	325.362
1	0.24816	276.297	213.033
1	0.11397	4317.141	442.347
2	0.23163	284.824	261.313
1	0.2992	650.19	570.705
1	0.05881	5826.458	145.961
2	0.29084	477.735	462.108
3	0.65404	507.034	493.843
3	0.01704	5871.257	328.483
1	0.23233	355.545	162.352
2	0.09895	627.038	493.961
2	0.42079	193.37	169.105
2	0.25747	635.49	534.048
3	0.40605	347.483	327.707
1	0.56139	289.128	172.851
2	0.27931	197.095	170.737
1	0.15711	3228.301	157.8
2	0.37196	606.167	590.6
2	0.02355	5130.008	178.391
2	0.11623	2566.314	172.004
2	0.15141	3380.903	269.356
3	0.06611	4921.442	132.236
2	0.71913	357.17	343.285
2	0.35039	489.292	411.661
3	0.4847	445.643	431.132
2	0.11273	4468.294	108.651
1	0.27543	295.08	279.749
2	0.27464	192.847	147.692
2	0.16392	3329.805	172.637
3	0.25488	394.22	333.872
3	0.19631	861.516	452.952
3	0.21895	767.47	672.355
3	0.13479	3675.297	215.136
1	0.47659	381.748	308.209
3	0.11725	3756.892	393.549
2	0.17465	2973.418	697.546
2	0.40681	567.671	550.468
1	0.43605	191.685	176.423
3	0.07064	3264.245	471.798
3	0.19967	876.467	644.663
3	0.66766	305.512	290.278
3	0.2218	210.006	185.712
2	0.14198	2465.061	212.03
2	0.30013	585.394	569.362
1	0.33579	521.486	506.04
2	0.27722	593.907	577.785
1	0.13517	2426.302	523.024
2	0.38796	666.098	645.23
1	0.12337	3345.09	409.314
2	0.30593	883.431	848.406
2	0.13245	1972.366	434.53
3	0.26762	225.537	204.624
1	0.14443	1779.555	538.34
2	0.10239	1721.605	273.089
2	0.39642	514.305	494.286
3	0.02204	4471.423	197.559
2	0.11312	3490.51	369.296
3	0.23024	245.021	222.764
1	0.37547	584.279	560.147
1	0.34547	158.215	136.631
2	0.22132	872.736	551.919
3	0.42688	369.656	346.555
3	0.3679	166.376	148.835
3	0.14918	1273.262	208.134
3	0.1953	1472.55	892.528
3	0.60912	304.695	286.143
2	0.23152	417.328	372.629
2	0.32646	283.883	265.323
2	0.55011	321.885	303.393
1	0.22064	648.242	540.873
1	0.107	2809.38	159.774
2	0.28332	768.952	597.759
2	0.14319	1547.445	320.539
3	0.06222	3257.492	386.718
3	0.15837	1103.69	172.89
3	0.62884	540.836	522.282
1	0.10936	2543.877	316.836
3	0.26434	539.411	506.62
1	0.51874	306.916	282.814
1	0.40353	185.21	154.842
2	0.32576	327.225	302.051
2	0.4537	185.117	165.238
3	0.1254	1589.226	226.734
2	0.28904	123.45	103.261
